,Height,Weight,Fur_Intensity,Tail_Length,Energy_Level,Ear_Size,Paw_Size,Interaction_Term,Label
0,0.52,3.48,0.34,0.71,0.61,0.41,0.21,0.24,0
1,0.87,6.34,0.32,0.82,0.82,0.48,0.56,0.26,1
2,0.74,8.98,0.92,0.33,0.78,0.78,0.71,0.3,1
3,0.66,7.86,0.32,0.66,0.24,0.37,0.55,0.21,1
4,0.39,8.45,0.34,0.61,0.23,0.8,0.34,0.21,1
5,0.39,7.27,0.78,0.85,0.34,0.17,0.33,0.66,1
6,0.33,7.54,0.5,0.92,0.42,0.72,0.27,0.46,1
7,0.82,8.79,0.8,0.11,0.47,0.78,0.72,0.09,1
8,0.66,4.0,0.16,0.71,0.71,0.25,0.3,0.11,0
9,0.72,5.92,0.54,0.15,0.15,0.44,0.44,0.08,0
10,0.31,3.77,0.13,0.59,0.13,0.23,0.16,0.08,0
11,0.88,9.9,0.16,0.36,0.45,0.67,0.91,0.06,1
12,0.8,9.55,0.92,0.38,0.73,0.53,0.81,0.35,1
13,0.43,2.32,0.23,0.42,0.27,0.61,0.12,0.1,0
14,0.41,7.64,0.58,0.66,0.68,0.26,0.34,0.38,1
15,0.41,9.4,0.47,0.4,0.33,0.27,0.42,0.19,1
16,0.48,3.44,0.41,0.76,0.9,0.13,0.17,0.31,0
17,0.61,6.54,0.91,0.46,0.91,0.36,0.43,0.42,0
18,0.56,9.32,0.12,0.16,0.37,0.55,0.55,0.02,1
19,0.47,2.27,0.7,0.81,0.31,0.79,0.11,0.57,0
20,0.67,7.58,0.97,0.36,0.47,0.63,0.53,0.35,1
21,0.38,4.38,0.6,0.49,0.32,0.45,0.21,0.29,0
22,0.48,9.4,0.94,0.72,0.71,0.86,0.49,0.68,1
23,0.52,9.77,0.15,0.4,0.84,0.68,0.51,0.06,1
24,0.57,9.55,0.48,0.15,0.71,0.84,0.55,0.07,1
25,0.77,5.79,0.33,0.44,0.84,0.52,0.46,0.15,1
26,0.42,8.9,0.76,0.95,0.46,0.31,0.42,0.72,1
27,0.61,8.76,0.98,0.68,0.24,0.14,0.54,0.67,1
28,0.66,4.55,0.33,0.7,0.76,0.68,0.34,0.23,0
29,0.33,8.63,0.69,0.67,0.42,0.2,0.29,0.46,1
30,0.66,2.3,0.28,0.28,0.7,0.34,0.18,0.08,0
31,0.4,6.77,0.61,0.48,0.34,0.53,0.29,0.29,1
32,0.34,3.84,0.52,0.78,0.17,0.55,0.17,0.41,0
33,0.87,2.96,0.97,0.19,0.99,0.58,0.27,0.18,0
34,0.88,2.62,0.65,0.35,0.24,0.23,0.26,0.23,0
35,0.79,7.57,0.41,0.35,0.99,0.4,0.61,0.14,1
36,0.48,4.72,0.2,0.49,0.98,0.59,0.26,0.1,0
37,0.36,7.8,0.24,0.98,0.81,0.88,0.32,0.24,1
38,0.71,2.52,0.3,0.16,0.69,0.68,0.19,0.05,0
39,0.56,4.52,0.33,0.57,0.62,0.84,0.3,0.19,0
40,0.37,6.32,0.87,0.26,0.88,0.71,0.26,0.23,0
41,0.6,8.33,0.61,0.97,0.36,0.57,0.51,0.59,1
42,0.32,4.55,0.57,0.2,0.52,0.25,0.17,0.11,0
43,0.85,7.01,0.2,0.46,0.66,0.63,0.6,0.09,1
44,0.46,9.09,0.87,0.76,0.47,0.6,0.45,0.66,1
45,0.7,6.93,0.75,0.73,0.48,0.58,0.52,0.55,1
46,0.49,3.86,0.16,0.48,0.4,0.49,0.19,0.08,0
47,0.61,2.2,0.74,0.41,0.61,0.52,0.16,0.3,0
48,0.63,8.96,0.59,0.46,0.87,0.37,0.61,0.27,1
49,0.41,2.17,0.17,0.34,0.28,0.52,0.14,0.06,0
50,0.88,9.0,0.51,0.28,0.94,0.26,0.82,0.14,1
51,0.77,6.23,0.54,0.53,0.72,0.74,0.53,0.29,1
52,0.86,9.51,0.25,0.34,0.84,0.25,0.84,0.08,1
53,0.84,8.39,0.95,0.36,0.6,0.17,0.72,0.34,1
54,0.66,9.98,0.86,0.69,0.8,0.45,0.7,0.59,1
55,0.85,4.81,0.7,0.97,0.11,0.63,0.43,0.68,0
56,0.35,8.14,0.52,0.64,0.84,0.45,0.31,0.33,1
57,0.42,5.22,0.47,0.17,0.14,0.32,0.24,0.08,0
58,0.33,5.84,0.69,0.17,0.9,0.55,0.24,0.12,0
59,0.5,7.02,0.59,0.96,0.99,0.38,0.39,0.57,0
60,0.53,8.99,0.16,0.37,0.36,0.85,0.5,0.06,1
61,0.46,9.87,0.56,0.18,0.29,0.84,0.47,0.1,1
62,0.8,8.15,0.83,0.64,0.79,0.5,0.68,0.53,1
63,0.51,5.34,0.51,0.66,0.33,0.36,0.3,0.34,0
64,0.47,5.37,0.15,0.68,0.88,0.69,0.26,0.1,0
65,0.63,7.9,0.81,0.34,0.19,0.13,0.54,0.28,1
66,0.38,3.91,0.28,0.11,0.21,0.48,0.17,0.03,0
67,0.78,2.88,0.33,0.97,0.98,0.37,0.24,0.32,0
68,0.34,4.84,0.25,0.33,0.71,0.84,0.17,0.08,0
69,0.89,4.3,0.4,0.71,0.86,0.11,0.39,0.28,0
70,0.76,4.37,0.78,0.74,0.39,0.54,0.38,0.58,0
71,0.42,3.87,0.57,0.65,0.71,0.69,0.18,0.37,0
72,0.3,2.34,0.28,0.38,0.63,0.49,0.08,0.11,0
73,0.79,2.14,0.89,0.34,0.64,0.17,0.19,0.3,0
74,0.72,9.9,0.89,0.64,0.71,0.88,0.73,0.57,1
75,0.74,5.42,0.88,0.88,0.62,0.51,0.4,0.77,0
76,0.76,5.07,0.31,0.95,0.49,0.59,0.4,0.29,0
77,0.34,7.44,0.51,0.2,0.35,0.29,0.28,0.1,1
78,0.52,3.75,0.99,0.24,0.79,0.49,0.22,0.24,0
79,0.37,9.6,0.79,0.95,0.3,0.44,0.37,0.75,1
80,0.82,8.29,0.12,0.76,0.72,0.16,0.7,0.09,1
81,0.67,2.72,0.16,0.89,0.31,0.18,0.23,0.14,0
82,0.5,5.34,0.52,0.28,0.66,0.77,0.29,0.15,0
83,0.34,9.03,0.92,0.63,0.77,0.29,0.32,0.58,1
84,0.49,9.56,0.58,0.73,0.3,0.26,0.48,0.42,1
85,0.5,5.74,0.55,0.71,0.15,0.5,0.31,0.39,0
86,0.74,6.91,0.19,0.47,0.22,0.71,0.55,0.09,1
87,0.68,3.34,0.69,0.11,0.65,0.15,0.24,0.08,0
88,0.83,9.93,0.84,0.62,0.86,0.56,0.86,0.52,1
89,0.58,3.85,0.44,0.33,0.14,0.2,0.22,0.15,0
90,0.37,9.54,0.8,0.51,0.76,0.13,0.37,0.41,1
91,0.73,7.2,0.97,0.96,0.41,0.14,0.56,0.93,1
92,0.76,6.86,0.28,0.46,0.53,0.77,0.54,0.13,1
93,0.64,6.1,0.57,0.86,0.94,0.19,0.42,0.49,0
94,0.76,3.85,0.36,0.27,0.4,0.14,0.3,0.1,0
95,0.6,3.41,0.81,0.71,0.52,0.45,0.24,0.58,0
96,0.61,3.76,0.62,0.98,0.11,0.78,0.23,0.61,0
97,0.56,3.49,0.67,0.19,0.17,0.31,0.24,0.13,0
98,0.32,8.24,0.82,0.11,0.33,0.44,0.27,0.09,1
99,0.36,4.8,0.46,0.49,0.13,0.13,0.22,0.23,0
100,0.32,2.46,0.92,0.18,0.67,0.46,0.1,0.17,0
101,0.68,9.75,0.58,0.77,0.48,0.56,0.7,0.45,1
102,0.49,9.07,0.24,0.92,0.59,0.56,0.46,0.22,1
103,0.61,9.42,0.73,0.49,0.26,0.37,0.62,0.36,1
104,0.84,9.96,0.81,0.33,0.37,0.35,0.84,0.27,1
105,0.45,3.39,0.39,0.49,0.7,0.19,0.16,0.19,0
106,0.55,5.17,0.87,0.75,0.97,0.39,0.31,0.65,0
107,0.75,8.07,0.92,0.11,0.15,0.18,0.61,0.1,1
108,0.44,7.57,0.35,0.63,0.9,0.71,0.34,0.22,1
109,0.35,3.23,0.99,0.65,0.62,0.87,0.16,0.64,0
110,0.47,8.53,0.23,0.67,0.61,0.88,0.45,0.15,1
111,0.4,3.8,0.28,0.32,0.55,0.79,0.17,0.09,0
112,0.86,3.79,0.27,0.74,0.16,0.58,0.37,0.2,0
113,0.78,6.3,0.9,0.18,0.18,0.66,0.52,0.16,1
114,0.68,6.74,0.69,0.28,0.64,0.33,0.47,0.19,1
115,0.82,6.64,0.24,0.89,0.41,0.6,0.58,0.21,1
116,0.78,2.73,0.5,0.76,0.93,0.46,0.25,0.38,0
117,0.41,9.02,0.65,0.11,0.47,0.49,0.42,0.07,1
118,0.84,4.12,0.18,0.32,0.23,0.71,0.36,0.06,0
119,0.62,3.04,0.89,0.29,0.74,0.33,0.22,0.26,0
120,0.78,9.11,0.82,0.34,0.36,0.35,0.71,0.28,1
121,0.84,9.65,0.55,0.32,0.57,0.84,0.82,0.18,1
122,0.49,8.9,0.97,0.16,0.73,0.14,0.44,0.16,1
123,0.37,8.48,0.48,0.51,0.91,0.49,0.36,0.24,1
124,0.44,7.24,0.99,0.76,0.81,0.83,0.36,0.75,1
125,0.56,6.41,0.7,0.65,0.71,0.59,0.4,0.45,0
126,0.79,2.7,0.67,0.71,0.71,0.54,0.24,0.48,0
127,0.82,5.27,0.25,0.17,0.95,0.3,0.45,0.04,0
128,0.3,4.98,0.89,0.96,0.37,0.37,0.16,0.85,0
129,0.61,4.08,0.48,0.85,0.1,0.78,0.26,0.41,0
130,0.55,7.79,0.25,0.82,0.34,0.55,0.45,0.2,1
131,0.43,5.97,0.11,0.84,0.3,0.51,0.29,0.09,1
132,0.37,2.65,0.6,0.94,0.7,0.18,0.13,0.56,0
133,0.5,3.76,0.57,0.59,0.67,0.11,0.19,0.34,0
134,0.87,7.47,0.75,0.28,0.63,0.87,0.65,0.21,1
135,0.49,2.61,0.9,0.66,0.11,0.4,0.13,0.59,0
136,0.61,8.81,0.17,0.77,0.76,0.58,0.56,0.13,1
137,0.72,5.96,0.76,0.76,0.39,0.16,0.48,0.58,1
138,0.52,5.84,0.27,0.57,0.7,0.65,0.34,0.15,0
139,0.88,6.74,0.87,0.16,0.6,0.85,0.63,0.14,1
140,0.88,8.6,0.84,0.43,0.41,0.56,0.78,0.36,1
141,0.45,4.78,0.59,0.93,0.22,0.2,0.23,0.55,0
142,0.6,7.42,0.74,0.63,0.18,0.57,0.45,0.47,1
143,0.48,6.53,0.38,0.58,0.85,0.71,0.36,0.22,0
144,0.47,4.14,0.52,0.34,0.93,0.43,0.23,0.18,0
145,0.32,9.03,0.84,0.43,0.68,0.8,0.3,0.36,1
146,0.67,8.38,0.51,0.91,0.19,0.62,0.59,0.46,1
147,0.6,7.27,0.42,0.7,0.46,0.82,0.46,0.29,1
148,0.33,8.8,0.54,0.81,0.76,0.6,0.32,0.44,1
149,0.47,8.94,0.85,0.51,0.8,0.21,0.47,0.43,1
150,0.84,7.67,0.4,0.67,0.21,0.35,0.67,0.27,1
151,0.44,8.7,0.26,0.32,0.1,0.26,0.41,0.08,1
152,0.39,7.58,0.74,0.73,0.74,0.83,0.3,0.54,1
153,0.59,7.44,0.84,0.48,0.42,0.71,0.44,0.4,1
154,0.89,6.95,0.19,0.5,0.33,0.64,0.63,0.1,1
155,0.45,8.02,0.32,0.68,0.11,0.34,0.36,0.22,1
156,0.7,3.27,0.23,0.94,0.59,0.25,0.27,0.22,0
157,0.76,9.05,0.41,0.16,0.87,0.71,0.72,0.07,1
158,0.44,8.97,0.51,0.84,0.96,0.48,0.4,0.43,1
159,0.74,2.23,0.77,0.36,0.61,0.28,0.21,0.28,0
160,0.52,8.61,0.69,0.5,0.56,0.59,0.46,0.34,1
161,0.68,3.03,0.66,0.12,0.18,0.13,0.22,0.08,0
162,0.68,4.68,0.42,0.37,0.59,0.36,0.33,0.16,0
163,0.62,7.95,0.86,0.55,0.44,0.47,0.51,0.47,1
164,0.35,3.29,0.52,0.15,0.65,0.22,0.13,0.08,0
165,0.8,8.54,0.98,0.54,0.45,0.89,0.71,0.53,1
166,0.49,8.66,0.67,0.93,0.32,0.27,0.44,0.62,1
167,0.41,6.06,0.21,0.19,0.19,0.2,0.3,0.04,0
168,0.32,2.05,0.71,0.79,0.38,0.26,0.07,0.56,0
169,0.65,4.3,0.39,0.47,0.19,0.72,0.29,0.18,0
170,0.71,6.94,0.72,0.69,0.26,0.44,0.5,0.5,1
171,0.31,9.85,0.16,0.33,0.99,0.55,0.34,0.05,1
